epoch,loss,lr,val_loss
13,0.0010000000474974513,0.6620690226554871,2.931694746017456
14,0.0010000000474974513,0.6617463231086731,1.6869070529937744
15,0.0010000000474974513,0.6615095138549805,1.464290976524353
16,0.0010000000474974513,0.6612290740013123,1.1303037405014038
17,0.0010000000474974513,0.6612277030944824,1.3563811779022217
18,0.0010000000474974513,0.661186695098877,1.2944152355194092
19,0.0010000000474974513,0.6609949469566345,0.9386982917785645
0,0.0010000000474974513,0.6703551411628723,1.065578818321228
1,0.0010000000474974513,0.6648908257484436,1.268097996711731
2,0.0010000000474974513,0.6636368632316589,1.28573739528656
3,0.0010000000474974513,0.6628783941268921,1.0984978675842285
4,0.0010000000474974513,0.6625797748565674,1.1339306831359863
5,0.0010000000474974513,0.6621266603469849,0.9438002705574036
6,0.0010000000474974513,0.6613427400588989,0.8177741169929504
7,0.0010000000474974513,0.6610286831855774,0.8698245882987976
8,0.0010000000474974513,0.6611275672912598,0.9287819266319275
9,0.0010000000474974513,0.6608037352561951,0.8131993412971497
10,0.0010000000474974513,0.6604196429252625,1.0250210762023926
11,0.0010000000474974513,0.6602717041969299,1.0246610641479492
12,0.0010000000474974513,0.6596916913986206,0.8567177653312683
13,0.0010000000474974513,0.6596728563308716,0.9655465483665466
14,0.0010000000474974513,0.6594878435134888,0.7604050636291504
15,0.0010000000474974513,0.660052478313446,0.8007007241249084
16,0.0010000000474974513,0.6594914197921753,0.9386948347091675
17,0.0010000000474974513,0.6593192219734192,0.8215036988258362
18,0.0010000000474974513,0.6593475937843323,0.8736558556556702
19,0.0010000000474974513,0.6595370173454285,0.7010359168052673
0,0.0010000000474974513,0.6688754558563232,2.5260815620422363
1,0.0010000000474974513,0.662229597568512,1.3712512254714966
2,0.0010000000474974513,0.6609480977058411,2.1609342098236084
3,0.0010000000474974513,0.6595519781112671,1.3977768421173096
4,0.0010000000474974513,0.6593819260597229,1.0489685535430908
5,0.0010000000474974513,0.6587592959403992,0.9010094404220581
6,0.0010000000474974513,0.6581640839576721,0.9074994325637817
7,0.0010000000474974513,0.6578792333602905,0.8755636215209961
8,0.0010000000474974513,0.6576805710792542,0.802416980266571
9,0.0010000000474974513,0.6578726172447205,0.8762567639350891
10,0.0010000000474974513,0.6577737927436829,0.9299817681312561
11,0.0010000000474974513,0.6573769450187683,1.0091640949249268
12,0.0010000000474974513,0.6571711897850037,0.8937085270881653
13,0.0010000000474974513,0.6570748686790466,0.7885497808456421
14,0.0010000000474974513,0.6570791006088257,0.7783803343772888
15,0.0010000000474974513,0.6567793488502502,0.7337993383407593
16,0.0010000000474974513,0.6567116975784302,0.7302120923995972
17,0.0010000000474974513,0.656773567199707,0.7645883560180664
18,0.0010000000474974513,0.6566819548606873,0.7250390648841858
19,0.0010000000474974513,0.6565529108047485,0.7222731709480286
0,0.0010000000474974513,0.6663934588432312,1.0370255708694458
1,0.0010000000474974513,0.662934422492981,0.9462934136390686
2,0.0010000000474974513,0.6619682908058167,0.8793675303459167
3,0.0010000000474974513,0.6607219576835632,0.8111705183982849
4,0.0010000000474974513,0.6601807475090027,0.6741540431976318
5,0.0010000000474974513,0.6597158908843994,0.6970067620277405
6,0.0010000000474974513,0.6592506766319275,0.713944137096405
7,0.0010000000474974513,0.6593211889266968,0.7051346898078918
8,0.0010000000474974513,0.6591277122497559,0.6912415027618408
9,0.0010000000474974513,0.6591129899024963,0.6729094386100769
10,0.0010000000474974513,0.6588072776794434,0.6743887066841125
11,0.0010000000474974513,0.6586503386497498,0.6659830808639526
12,0.0010000000474974513,0.658836841583252,0.6672866940498352
13,0.0010000000474974513,0.658584713935852,0.6721124649047852
14,0.0010000000474974513,0.6584864258766174,0.6739721894264221
15,0.0010000000474974513,0.6590622067451477,0.6835333704948425
16,0.0010000000474974513,0.6585623025894165,0.6698775887489319
17,0.00010000000474974513,0.6582799553871155,0.6615256071090698
18,0.00010000000474974513,0.6581687927246094,0.6595876812934875
19,0.00010000000474974513,0.6581637263298035,0.6591820120811462
